x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;FPS;TIMESTAMP
-1302.28418;5550.552734;227.0;0.0;0.0;-92.49749;0.0;0.0;1.0;-0.043576;-0.99905;0.0;119.988579;2018-10-24T10:16:48.950Z
-1300.828613;5350.307617;227.0;0.0;0.0;-88.603729;0.0;0.0;1.0;0.024367;-0.999703;0.0;119.993195;2018-10-24T10:16:49.951Z
-1304.718262;5150.410156;227.0;0.0;0.0;-95.399109;0.0;0.0;1.0;-0.094093;-0.995563;0.0;119.993195;2018-10-24T10:16:50.952Z
-1355.291016;4957.249023;227.0;0.0;0.0;-116.510536;0.0;0.0;1.0;-0.446362;-0.894852;0.0;119.988579;2018-10-24T10:16:51.952Z
-1490.807617;4815.277344;227.0;0.0;0.0;-147.654816;0.0;0.0;1.0;-0.84484;-0.535019;0.0;119.993195;2018-10-24T10:16:52.952Z
-1663.931641;4715.165039;227.0;0.0;0.0;-146.588669;0.0;0.0;1.0;-0.834739;-0.550646;0.0;119.993195;2018-10-24T10:16:53.953Z
-1806.992188;4578.22168;227.0;0.0;0.0;-125.465797;0.0;0.0;1.0;-0.580217;-0.814462;0.0;119.988525;2018-10-24T10:16:54.953Z
-1894.058105;4402.524414;227.0;0.0;0.0;-109.007248;0.0;0.0;1.0;-0.325688;-0.945477;0.0;119.988579;2018-10-24T10:16:55.953Z
-1941.664551;4208.654297;227.0;0.0;0.0;-99.645515;0.0;0.0;1.0;-0.167552;-0.985863;0.0;119.988579;2018-10-24T10:16:56.953Z
-1965.509277;4012.700195;227.0;0.0;0.0;-95.018005;0.0;0.0;1.0;-0.087469;-0.996167;0.0;119.988525;2018-10-24T10:16:57.954Z
-1978.729492;3812.255859;227.0;0.0;0.0;-92.782745;0.0;0.0;1.0;-0.048549;-0.998821;0.0;119.993195;2018-10-24T10:16:58.953Z
-1986.001465;3607.918945;227.0;0.0;0.0;-91.414604;0.0;0.0;1.0;-0.024687;-0.999695;0.0;119.993141;2018-10-24T10:16:59.953Z
-1989.220703;3410.62793;227.0;0.0;0.0;-90.520844;0.0;0.0;1.0;-0.00909;-0.999959;0.0;119.988579;2018-10-24T10:17:00.954Z
-1989.808594;3209.094727;227.0;0.0;0.0;-89.857964;0.0;0.0;1.0;0.002479;-0.999997;0.0;119.99781;2018-10-24T10:17:01.954Z
-1988.392578;3008.679688;227.0;0.0;0.0;-89.362549;0.0;0.0;1.0;0.011125;-0.999938;0.0;119.99781;2018-10-24T10:17:02.955Z
-1985.457031;2808.316406;227.0;0.0;0.0;-88.981689;0.0;0.0;1.0;0.017772;-0.999842;0.0;119.896294;2018-10-24T10:17:03.954Z
-1981.342773;2607.658203;227.0;0.0;0.0;-88.686897;0.0;0.0;1.0;0.022916;-0.999737;0.0;119.99781;2018-10-24T10:17:04.955Z
-1976.327148;2407.12793;227.0;0.0;0.0;-88.461761;0.0;0.0;1.0;0.026844;-0.99964;0.0;119.993141;2018-10-24T10:17:05.955Z
-1970.644043;2207.033203;227.0;0.0;0.0;-88.296661;0.0;0.0;1.0;0.029724;-0.999558;0.0;119.99781;2018-10-24T10:17:06.956Z
-1964.443848;2005.735352;227.0;0.0;0.0;-88.186012;0.0;0.0;1.0;0.031655;-0.999499;0.0;119.993195;2018-10-24T10:17:07.957Z
-1958.041992;1807.132813;227.0;0.0;0.0;-88.1315;0.0;0.0;1.0;0.032606;-0.999468;0.0;119.993195;2018-10-24T10:17:08.956Z
