Timestamp,TimeDelta,scene_velocity_x,scene_velocity_y,scene_velocity_z,scene_velocity_roll,scene_velocity_pitch,scene_velocity_yaw,row_avg_SF,col_avg_SF,rad_avg_SF,SV_X,SV_Y,SV_Z,SV_roll,SV_pitch,SV_yaw
2018-12-18T14:40:37.509000,900.0,178.42683322557335,18.975760710831757,2.9037716572618093,2.417385,10.397600000000002,11.54278000000005,0.013767593781956779,0.011550105671932416,0.017970853612941717,3.206482500517544,0.26125056517034706,0.03353886948853622,0.04344247196112111,0.14314993310727384,0.13332032874786862
2018-12-18T14:40:37.898000,1289.0,174.69864483056259,13.484396800419397,40.5848863999525,5.48563,58.98708,6.204414999999983,0.014404336936010904,0.01285873517138633,0.019308857883727246,3.3732313055130745,0.19423379489210837,0.521870306177788,0.10592125007271068,0.84966977519143,0.0797809293783767
2018-12-18T14:40:38.298000,1689.0,161.615992827004,4.2667766202231805,79.31909821813503,10.357569999999999,19.851399999999995,17.319485000000014,0.0160796159745823,0.01290308490167797,0.020616586765756166,3.331970138851754,0.06860812950251492,1.02346105863313,0.21353774058739308,0.319202888557823,0.22347478540833826
2018-12-18T14:40:38.698000,2089.0,168.9359608718684,9.6954908733265,62.8016216961684,6.034414999999999,47.56465,8.315084999999982,0.015152339081287268,0.010959126008849272,0.018700155681494794,3.159128768506852,0.14690936527216916,0.6882508857283918,0.11284449994674739,0.7207157050827504,0.09112606428929225
2018-12-18T14:40:39.098000,2489.0,180.05074151823013,12.219165987876481,18.86558055873316,2.877321608040201,39.31940703517587,5.515668341708528,0.0156592260507818,0.012560832854354359,0.0200745082755347,3.61443010062387,0.19134268235618232,0.23696740409860434,0.05776081643197783,0.6157114829465192,0.06928138812025471
2018-12-18T14:40:39.499000,2890.0,179.29687444352504,1.2145244630838277,11.84078800189547,1.6250799999999999,8.272279999999999,11.828080000000014,0.013848452038343232,0.011818669653636486,0.01820605877833203,3.2642894348900353,0.016819283776410954,0.13994236183314498,0.029586301999491815,0.11455827282774593,0.1397921701567848
2018-12-18T14:40:39.899000,3290.0,172.13651300842275,47.84327246220393,9.505718364371777,8.262134328358208,3.1651990049751237,59.644482587064665,0.012680781577434448,0.012875926914975574,0.018071848697197343,3.1108250183513584,0.6066900880428924,0.12239493493399216,0.14931204149800972,0.0401371972312024,0.7679779986725779
2018-12-18T14:40:40.300000,3691.0,92.89286249312005,152.4800510083526,16.250877592195113,9.877034653465346,4.382579207920796,94.9700990099009,0.017140711238721254,0.009597244040031585,0.019644619490668352,1.8248449370763211,2.6136165239996596,0.1559636381169774,0.19403058746347207,0.07512052468379408,0.911451216703981
2018-12-18T14:40:40.701000,4092.0,34.34527722091332,176.95209256514858,5.752952506550236,5.18792,3.792255,34.03121999999996,0.01419477563874702,0.013429894802694018,0.019541078011353255,0.6711437414954211,2.511795252769079,0.07726154696786454,0.10137754943665978,0.05383020888991658,0.4570357046073362
2018-12-18T14:40:41.101000,4492.0,77.27831325725525,162.5788831415365,10.16502820269747,3.31356,0.5326549999999997,95.33119499999998,0.015363226275706002,0.013951839606529813,0.020752892569588396,1.6037485329868169,2.497736169354989,0.14182084307988713,0.06876595470288532,0.008183299291886175,1.3300455421388166
2018-12-18T14:40:41.499000,4890.0,179.3275277994499,6.305593858112585,9.358725620191294,7.560914999999999,9.966270000000002,110.624885,0.015016459082404574,0.009880371655977382,0.017975421759551902,3.2234879452928804,0.09468769216060924,0.0924676873538074,0.13591063601312234,0.14965808565919625,1.0930149781997576
2018-12-18T14:40:41.909000,5300.0,175.6811208384596,37.02587325774743,5.874375706755573,4.006772511848341,1.6599289099526073,9.297592417061624,0.012433707568925118,0.01946165195878972,0.023094436145414107,4.057256427158585,0.4603688805709163,0.11432505548004634,0.092534151924082,0.020639070651555354,0.18094650767553583
2018-12-18T14:40:42.299000,5690.0,178.2994749293926,16.75809302572925,6.0313727795243794,4.637333333333334,6.305865671641791,23.728860696517366,0.012053092912855678,0.017898831151645814,0.021578813808016843,3.84749117156853,0.20198685228139338,0.10795452299333956,0.10006815256571013,0.07600518483628557,0.424718871027889
2018-12-18T14:40:42.698000,6089.0,179.57182478204308,15.17177256951159,2.5445455907947223,15.95678835978836,3.6979470899470908,7.595608465608457,0.010187958323886429,0.010232071106266094,0.014439174974108881,2.5928689984479414,0.1545693866376674,0.026035971418147466,0.230402859151808,0.03767453083631806,0.07771880591546243
2018-12-18T14:40:43.097000,6488.0,178.69177284042263,25.33894757160078,4.908336328460051,7.5672964824120585,8.278361809045226,10.901984924623104,0.010756830975624234,0.013951380102432664,0.017616765293342107,3.147971021980929,0.27256677612791375,0.06847806578892496,0.13331128603578657,0.08904893873496236,0.15209773555440764
2018-12-18T14:40:43.498000,6889.0,174.41896021962728,44.74637293882077,3.5589907704314445,1.00769,10.305184999999998,12.115210000000047,0.01036709271589701,0.01450424733482007,0.01782834266356915,3.1096009898189516,0.4638897969568599,0.05162048239667951,0.017965442618652,0.10683480834947111,0.17572200235328617
2018-12-18T14:40:43.899000,7290.0,176.12681021084376,24.680053826860618,27.46603054159379,17.80854,25.017924999999998,16.983340000000027,0.009757787713730792,0.01350443433585475,0.016660857354819657,2.934423661282262,0.24082272600595514,0.3709132059155344,0.29670554463760007,0.2441196011880384,0.22935039983349575
2018-12-18T14:40:44.298000,7689.0,179.15970900018934,8.20821241229398,17.60725922601915,7.3747300000000005,7.47045,6.500434999999953,0.010351208288960556,0.009173759763420357,0.013831318853905292,2.4780150609545046,0.08496491635968637,0.16152476623176631,0.10200224209146098,0.07732818396226537,0.059633429047728975
