x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.610352;29082.257813;91.812698;0.09059;-0.964477;-90.999062;0.001287;-0.016857;0.999857;-0.017433;-0.999706;-0.016833;6.122734;-0.818471;1.513628;-0.090161;-0.059012;-0.011853;-0.012893;-0.009074;0.107566;-0.008214;0.023351;-0.003472;2227840.5;89.719894;2018-12-05T08:54:58.011Z
5597.447266;29046.347656;91.662094;0.084159;-0.381008;-91.063766;0.001345;-0.006676;0.999977;-0.018565;-0.999806;-0.00665;-1.370895;-4.340649;1.674196;0.076894;0.066736;-0.095179;0.007056;-0.057565;-0.057185;0.000079;0.011312;0.004029;2227840.75;89.853806;2018-12-05T08:54:58.211Z
5597.282715;29010.386719;91.50766;0.325472;-0.614867;-90.917137;0.005508;-0.010821;0.999926;-0.016005;-0.999814;-0.010731;4.086078;-9.762887;2.218637;-0.030729;-0.169479;0.143074;-0.024452;0.060156;0.041597;0.008468;0.010709;-0.012721;2227841.0;90.168877;2018-12-05T08:54:58.411Z
5597.118164;28974.421875;91.349686;0.424656;-0.622039;-91.319969;0.00716;-0.011024;0.999914;-0.023034;-0.999676;-0.010856;-3.992022;-4.318583;0.453832;0.102399;-0.06792;0.023879;0.019475;0.000818;-0.056931;0.018548;-0.009504;-0.001355;2227841.0;89.991196;2018-12-05T08:54:58.611Z
5596.953125;28938.423828;91.188179;0.527329;-1.058713;-91.652275;0.008667;-0.018734;0.999787;-0.028829;-0.999414;-0.018477;-2.979386;1.406168;-4.105528;0.073119;-0.150502;0.046496;-0.026193;0.057985;-0.025149;0.031762;-0.006688;-0.007587;2227841.25;89.923965;2018-12-05T08:54:58.811Z
5596.787109;28902.417969;91.023346;0.595771;-1.404724;-91.744499;0.009647;-0.024818;0.999645;-0.030433;-0.999236;-0.024515;1.767376;-2.247848;0.157227;-0.116292;-0.0401;0.032901;0.001036;0.032081;-0.019192;0.028209;-0.012708;-0.004308;2227841.5;89.954521;2018-12-05T08:54:59.012Z
5596.621094;28866.363281;90.855103;0.389429;-1.379514;-91.905235;0.005993;-0.024287;0.999687;-0.033237;-0.999157;-0.024075;-0.99694;-3.927933;-0.976293;-0.05705;0.04138;-0.029005;0.020393;-0.025708;-0.018774;0.012246;-0.009298;0.003012;2227841.75;88.464211;2018-12-05T08:54:59.211Z
5596.45459;28830.322266;90.683853;0.341154;-1.306697;-91.94973;0.005175;-0.022993;0.999722;-0.034014;-0.999161;-0.022804;-5.360158;3.98789;-0.313181;-0.050005;-0.024699;0.049176;-0.018586;0.009887;-0.012236;0.008153;-0.001554;-0.00148;2227842.0;89.471359;2018-12-05T08:54:59.412Z
5596.287598;28794.238281;90.50943;0.371049;-1.224427;-91.896416;0.005765;-0.021571;0.999751;-0.033085;-0.999224;-0.021369;4.616239;3.452281;-5.189662;-0.045498;-0.076868;0.030026;0.021667;-0.019314;-0.023029;-0.00341;0.002546;0.001982;2227842.0;89.954521;2018-12-05T08:54:59.611Z
5596.119629;28758.117188;90.331963;0.385629;-1.162778;-92.007561;0.006015;-0.020516;0.999771;-0.035024;-0.99918;-0.020293;-2.485394;-1.560276;1.222057;-0.015743;-0.015312;0.086618;-0.003711;-0.024246;0.01875;-0.009213;0.003302;0.00548;2227842.25;88.844048;2018-12-05T08:54:59.812Z
