x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.610352;29082.242188;91.813095;-2.866914;-3.341643;-86.4002;-0.046262;-0.061242;0.99705;0.06268;-0.99633;-0.05829;-2.839619;-0.977439;-2.618392;0.179744;0.18238;-0.085885;0.077227;-0.016669;-0.075348;-0.003859;-0.02216;-0.001467;79649.867188;89.546806;2018-12-19T11:36:07.310Z
5597.447266;29046.341797;91.663826;-2.591034;-3.671356;-86.528893;-0.041251;-0.066588;0.996927;0.060421;-0.996117;-0.064033;-2.951799;3.102651;-2.309974;-0.049953;0.008865;-0.073618;-0.090336;0.047776;0.007321;-0.003749;0.025535;-0.007879;79650.0625;89.75013;2018-12-19T11:36:07.510Z
5597.282715;29010.410156;91.511597;-2.234375;-4.043519;-86.461243;-0.034564;-0.072733;0.996752;0.06157;-0.995609;-0.070514;-3.460651;-6.125972;1.967168;0.011803;0.056131;-0.015901;-0.035208;0.034815;-0.018068;-0.006382;0.009854;-0.007669;79650.265625;89.963539;2018-12-19T11:36:07.710Z
5597.118164;28974.453125;91.356544;-2.001465;-4.459779;-86.200691;-0.029699;-0.079855;0.996364;0.066061;-0.994781;-0.077759;1.160241;0.955799;-5.605983;0.094132;-0.073594;-0.041122;0.004485;0.031582;-0.026869;-0.0043;-0.000322;-0.002366;79650.460938;89.835403;2018-12-19T11:36:07.910Z
5596.943848;28936.457031;91.189812;-1.884858;-4.860779;-86.391891;-0.027496;-0.086591;0.995864;0.062705;-0.994428;-0.084735;0.116042;-5.681182;5.432803;-0.023434;0.057471;-0.061349;-0.008809;0.03487;-0.001613;0.005863;0.005394;-0.005355;79650.671875;89.151955;2018-12-19T11:36:08.122Z
5596.77832;28900.476563;91.029305;-1.617065;-5.263302;-86.37397;-0.022364;-0.093297;0.995387;0.062977;-0.99379;-0.091733;4.389668;0.769952;0.106998;0.059056;-0.033574;0.050836;-0.01193;0.029506;-0.005869;0.007302;0.005106;-0.00448;79650.875;90.362595;2018-12-19T11:36:08.321Z
5596.621094;28866.425781;90.875122;-1.698944;-5.56726;-86.462959;-0.023609;-0.098616;0.994846;0.061403;-0.993387;-0.097014;1.875628;2.137838;2.495996;-0.082782;0.03789;0.09212;0.022473;0.014454;-0.015751;-0.007538;-0.002936;0.00018;79651.0625;90.331757;2018-12-19T11:36:08.511Z
5596.455078;28830.359375;90.709503;-1.647674;-5.506744;-86.426094;-0.022718;-0.097529;0.994973;0.062048;-0.993449;-0.095963;2.316932;-0.979348;-8.431614;0.003396;-0.024579;0.040951;0.014001;-0.004742;-0.018079;-0.01012;-0.006725;-0.001411;79651.265625;90.128883;2018-12-19T11:36:08.710Z
5596.287598;28794.287109;90.541527;-1.67807;-5.561946;-86.573235;-0.023441;-0.098457;0.994865;0.059491;-0.993513;-0.096922;-2.456784;3.632783;-4.403906;0.011566;0.029926;0.081528;-0.005453;0.010221;-0.006793;-0.00716;-0.005744;0.000063;79651.460938;89.184975;2018-12-19T11:36:08.911Z
5596.120117;28758.181641;90.371178;-1.652069;-5.537261;-86.677887;-0.023192;-0.097962;0.99492;0.057679;-0.993661;-0.096493;-1.180321;-0.645009;0.728617;0.073686;0.023974;-0.081847;0.002946;0.007;-0.004413;0.002853;-0.004422;-0.002219;79651.664063;90.211784;2018-12-19T11:36:09.110Z
