x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.601563;29080.324219;91.805206;9.538414;-8.731385;-96.237976;0.148461;-0.166823;0.974746;-0.107399;-0.982559;-0.151802;10.794368;-5.463094;13.988928;-0.474751;0.961922;0.25616;-0.053741;0.219731;0.338818;-0.029167;0.026873;-0.027396;1037697.9375;90.38739;2018-11-21T14:19:37.313Z
5597.438477;29044.476563;91.655991;8.012566;-8.68884;-88.764359;0.142584;-0.146553;0.978873;0.021317;-0.988293;-0.151068;4.099798;7.730962;-3.827271;0.209956;-0.209211;-0.400732;0.006325;-0.053923;0.400568;-0.04692;0.045926;0.014708;1037698.125;90.076897;2018-11-21T14:19:37.513Z
5597.274414;29008.505859;91.503456;8.483651;-9.174623;-90.125969;0.14718;-0.158023;0.976405;-0.00217;-0.987205;-0.159444;-1.790803;-9.050642;-1.420408;-0.127045;-0.05973;0.464965;-0.042749;0.030726;-0.499964;0.005506;-0.036306;-0.0031;1037698.3125;89.347588;2018-11-21T14:19:37.713Z
5597.109375;28972.5625;91.348305;7.538462;-8.416288;-89.156113;0.133315;-0.143151;0.980681;0.014569;-0.989123;-0.146364;4.91422;2.07785;4.454585;-0.003947;-0.087029;0.109819;0.114245;-0.135524;0.234399;-0.03647;-0.016778;0.026643;1037698.5;91.30352;2018-11-21T14:19:37.912Z
5596.944336;28936.53125;91.19014;4.993143;-4.441248;-85.799644;0.092453;-0.070561;0.993214;0.073025;-0.994319;-0.077437;2.202285;-3.025591;-0.062442;-0.022905;0.027839;-0.071212;0.198767;-0.41636;0.104804;-0.040855;-0.065143;0.055129;1037698.75;89.738129;2018-11-21T14:19:38.113Z
5596.787598;28902.5;91.038391;2.60916;-1.258483;-87.883163;0.046302;-0.020244;0.998722;0.036928;-0.999076;-0.021963;-10.014811;0.013122;-4.025209;-0.09531;0.360235;0.037163;0.068286;-0.141093;-0.331213;0.002031;-0.040908;0.018208;1037698.9375;88.181427;2018-11-21T14:19:38.301Z
5596.612305;28864.515625;90.866417;2.368056;1.115199;-90.898521;0.041618;0.018796;0.998957;-0.015678;-0.999687;0.019463;-2.956948;2.069653;5.144263;-0.048044;0.090154;-0.132761;0.024854;-0.026031;-0.08423;0.018749;0.034482;-0.007448;1037699.125;90.69384;2018-11-21T14:19:38.513Z
5596.446289;28828.441406;90.700623;2.350989;0.608488;-89.413872;0.04091;0.01103;0.999102;0.010229;-0.999891;0.01062;1.354511;-3.305699;-0.299377;-0.128177;-0.189615;0.038021;-0.00091;0.010852;0.191615;-0.017485;0.025255;-0.008838;1037699.3125;90.662781;2018-11-21T14:19:38.713Z
5596.288086;28794.316406;90.541672;2.45861;1.084006;-88.267311;0.042307;0.020189;0.998901;0.030231;-0.999364;0.018918;-3.83024;-1.776934;-1.345235;-0.112288;0.000482;0.481253;0.001907;-0.087344;0.099591;-0.031932;-0.006067;0.010383;1037699.5;87.413063;2018-11-21T14:19:38.902Z
5596.120605;28758.248047;90.37149;2.794678;1.614158;-88.65242;0.048082;0.029274;0.998414;0.023508;-0.999327;0.028169;1.296645;-5.352049;5.64364;-0.070031;0.016317;0.07633;-0.025025;0.111019;-0.101237;-0.012658;-0.00978;-0.013723;1037699.6875;89.747246;2018-11-21T14:19:39.102Z
5595.943359;28720.230469;90.189804;2.834062;1.550132;-89.371712;0.049144;0.027559;0.998411;0.010961;-0.999574;0.027052;-6.835775;-1.284654;0.602263;0.156274;0.101425;-0.233928;-0.054135;0.020791;-0.088;-0.004613;-0.001446;-0.017427;1037699.9375;90.606964;2018-11-21T14:19:39.312Z
5595.776367;28684.285156;90.015923;2.811159;1.548902;-89.497818;0.048806;0.027426;0.998432;0.008761;-0.999596;0.02703;-2.798495;-3.378882;-5.046821;0.147764;0.136865;-0.058839;0.024699;-0.020448;0.11908;0.004533;0.018328;-0.00837;1037700.125;90.594551;2018-11-21T14:19:39.513Z
5595.608398;28648.333984;89.840073;3.059986;2.524035;-89.1222;0.052701;0.044788;0.997605;0.015305;-0.998913;0.044038;-2.146524;2.248533;-3.331365;0.120107;-0.108744;-0.05833;-0.048766;-0.169161;-0.103787;0.028549;-0.004036;0.017701;1037700.3125;90.267273;2018-11-21T14:19:39.713Z
5595.440918;28612.380859;89.662331;2.639576;2.393558;-90.183731;0.046187;0.041571;0.998067;-0.003204;-0.999122;0.041763;5.683243;3.231058;4.679769;-0.141058;0.079439;-0.000407;0.068043;0.118437;-0.030369;0.029859;-0.004305;-0.0102;1037700.5;90.236504;2018-11-21T14:19:39.913Z
5595.281738;28578.382813;89.492615;2.620021;1.788744;-89.778687;0.045591;0.031358;0.998468;0.003861;-0.999505;0.031214;1.141418;3.722803;-1.141313;-0.121047;0.009305;0.216211;0.010142;0.038275;0.038214;0.00952;-0.000328;-0.005971;1037700.6875;88.686401;2018-11-21T14:19:40.102Z
5595.103516;28540.421875;89.301308;2.844385;2.141176;-89.310143;0.049171;0.037911;0.998071;0.012032;-0.999229;0.037362;10.424636;-4.065204;6.234861;0.053069;0.005577;0.030929;0.010291;-0.011895;0.003277;0.00128;-0.005059;-0.00388;1037700.9375;90.464577;2018-11-21T14:19:40.313Z
5594.93457;28504.410156;89.118149;2.731367;1.612437;-89.805077;0.047557;0.028269;0.998468;0.003401;-0.999598;0.028139;-4.72226;-4.218885;0.537927;-0.034676;0.022928;0.064041;0.002471;0.040378;-0.038117;0.003564;-0.003;-0.006449;1037701.125;90.101418;2018-11-21T14:19:40.513Z
