x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.610352;29082.208984;91.812965;0.995923;-11.448421;-89.169403;0.020256;-0.198183;0.979956;0.014208;-0.980001;-0.198486;-1.34747;6.856358;1.981599;0.098049;0.076772;-0.120121;-0.003628;0.032418;-0.000341;0.023249;-0.002108;-0.00729;2148182.25;90.501663;2018-12-04T10:47:22.944Z
5597.446777;29046.277344;91.663559;0.94138;-12.009336;-89.529694;0.018137;-0.207901;0.977982;0.008029;-0.978081;-0.208071;2.41257;-2.483108;-4.717644;-0.058723;-0.013109;0.035909;0.019008;0.049095;-0.05602;0.022575;0.002533;-0.003932;2148182.5;90.119804;2018-12-04T10:47:23.144Z
5597.282227;29010.353516;91.51136;0.921473;-12.072386;-89.944519;0.016285;-0.209105;0.977758;0.000947;-0.977884;-0.209147;-1.144481;1.729228;0.30407;-0.007126;0.117175;0.043527;0.00539;-0.007095;-0.001139;0.001631;0.009434;0.001273;2148182.75;90.021797;2018-12-04T10:47:23.344Z
5597.117676;28974.353516;91.35611;0.975499;-11.736477;-89.708626;0.018059;-0.203292;0.978952;0.004979;-0.979081;-0.203411;1.147146;-1.39719;0.661699;-0.045676;-0.067188;0.023594;0.026415;-0.070284;0.024605;-0.004984;0.005892;0.00915;2148183.0;90.254951;2018-12-04T10:47:23.544Z
5596.952148;28938.328125;91.19809;0.848121;-11.355434;-89.372063;0.016959;-0.196699;0.980317;0.010745;-0.980366;-0.196895;-0.433991;5.557363;-1.174939;-0.004441;-0.144122;0.042775;-0.029681;-0.039678;0.033967;-0.01604;0.015536;0.000871;2148183.0;90.501694;2018-12-04T10:47:23.745Z
5596.786621;28902.324219;91.037598;0.984891;-10.840275;-89.178062;0.019884;-0.187778;0.98201;0.014089;-0.982054;-0.188072;-1.039885;-2.225403;-2.58043;0.094871;-0.134515;0.124839;0.029346;-0.017002;0.017191;-0.013292;0.005459;0.00285;2148183.25;89.383766;2018-12-04T10:47:23.945Z
5596.621094;28866.285156;90.874489;0.922304;-10.225954;-89.45208;0.017793;-0.177345;0.983988;0.009411;-0.98407;-0.177531;0.84674;1.172399;0.336338;0.082367;-0.072001;-0.013302;0.020323;-0.02966;-0.015655;-0.005581;-0.007434;0.00056;2148183.5;89.920929;2018-12-04T10:47:24.144Z
5596.454102;28830.226563;90.708885;0.59489;-9.932495;-89.636574;0.011476;-0.172409;0.984959;0.006248;-0.984992;-0.172488;7.865213;-2.76891;-1.087616;0.069096;0.086645;-0.042778;0.033934;-0.078915;0.014212;-0.005183;-0.005019;0.005274;2148183.75;91.30352;2018-12-04T10:47:24.344Z
5596.287109;28794.136719;90.540833;0.020999;-9.264557;-89.981331;0.000419;-0.160993;0.986955;0.000322;-0.986955;-0.160993;-1.442494;7.142864;-2.122469;0.033483;0.18103;-0.175215;0.028293;0.030902;-0.002851;0.009479;0.001856;-0.003305;2148184.0;89.786781;2018-12-04T10:47:24.544Z
5596.119629;28758.066406;90.370636;0.176631;-9.104546;-89.820511;0.003578;-0.158225;0.987397;0.003093;-0.987396;-0.158236;-0.990373;3.639462;-1.505019;0.156273;-0.138741;0.079713;-0.033777;-0.010911;-0.00834;0.02448;0.010502;-0.003979;2148184.0;88.272568;2018-12-04T10:47:24.744Z
5595.95166;28721.960938;90.198128;0.805618;-8.6167;-90.08197;0.013846;-0.149829;0.988615;-0.001414;-0.988712;-0.149824;-1.635441;1.434129;7.382629;-0.012351;-0.016925;-0.099523;-0.116037;-0.027952;-0.049307;0.04928;0.015638;0.004098;2148184.25;90.338051;2018-12-04T10:47:24.944Z
5595.78418;28686.035156;90.024429;0.834222;-7.779046;-90.700371;0.012904;-0.135507;0.990692;-0.012111;-0.990723;-0.135353;3.955028;-3.693917;-3.300877;-0.07633;-0.022914;0.241868;0.018755;-0.085248;-0.070839;0.050939;0.010868;0.01002;2148184.5;90.749771;2018-12-04T10:47:25.145Z
5595.616699;28650.050781;89.848511;0.65076;-5.605618;-90.636826;0.010271;-0.097794;0.995154;-0.011061;-0.995156;-0.09768;-9.873383;-4.870465;11.132066;-0.238062;0.010303;0.330079;-0.022148;-0.227364;0.160306;0.024655;0.010853;0.029324;2148184.75;90.040123;2018-12-04T10:47:25.344Z
5595.44873;28614.074219;89.670746;-0.12088;-1.0495;-89.810417;-0.002049;-0.018323;0.99983;0.003308;-0.999827;-0.018316;-2.264451;-1.131812;1.415831;0.174743;0.062093;-0.205108;-0.046357;-0.297552;0.063325;-0.005263;0.021014;0.031631;2148185.0;90.030945;2018-12-04T10:47:25.545Z
5595.280273;28578.068359;89.491028;0.426072;-0.043549;-89.662315;0.007441;-0.000716;0.999972;0.005894;-0.999982;-0.00076;0.115243;1.597903;-3.382952;0.000787;-0.179779;-0.376389;-0.038102;0.04661;-0.064596;0.061967;0.010254;-0.003174;2148185.0;89.856842;2018-12-04T10:47:25.745Z
5595.111328;28542.023438;89.309402;0.341847;-0.582185;-90.04615;0.005958;-0.010165;0.999931;-0.000805;-0.999948;-0.010161;4.113393;-5.066036;-0.858015;-0.377722;0.064808;-0.021106;-0.012414;-0.060181;0.010042;0.000189;0.016802;0.010902;2148185.25;88.163818;2018-12-04T10:47:25.946Z
5594.942383;28506.042969;89.12648;0.603633;-0.100984;-90.021217;0.010535;-0.001766;0.999943;-0.00037;-0.999998;-0.001763;-1.609017;3.224846;-2.682938;0.077501;-0.056476;-0.182844;-0.002286;-0.04225;-0.05327;-0.0232;-0.010473;0.004579;2148185.5;88.957436;2018-12-04T10:47:26.145Z
5594.773438;28470.009766;88.94175;0.391686;-0.422297;-90.032806;0.006832;-0.007374;0.999949;-0.000572;-0.999973;-0.00737;-0.527167;-2.451099;-1.494269;0.046666;0.081011;-0.107032;0.011419;0.038695;0.041197;-0.006596;-0.006906;-0.006932;2148185.75;90.622444;2018-12-04T10:47:26.346Z
5594.603516;28433.958984;88.755447;0.525941;-0.887296;-89.731194;0.009252;-0.015442;0.999838;0.004691;-0.999869;-0.015486;-2.793721;-2.721231;-0.397212;0.027689;-0.010368;-0.026091;0.031541;0.017073;0.032068;-0.015415;0.000845;-0.00452;2148186.0;89.029213;2018-12-04T10:47:26.545Z
5594.433594;28397.925781;88.567848;0.704372;-1.302059;-89.557938;0.012468;-0.022626;0.999666;0.007713;-0.999712;-0.022723;-6.717563;4.24069;3.341882;-0.078084;-0.083275;0.039321;-0.055169;0.064013;0.04297;-0.021634;0.009498;-0.00385;2148186.0;89.884315;2018-12-04T10:47:26.746Z
5594.263672;28361.832031;88.378632;0.692469;-1.219182;-90.046661;0.012068;-0.021285;0.999701;-0.000814;-0.999773;-0.021277;0.63747;-2.861125;2.980924;0.029725;0.004363;-0.198701;0.043036;-0.002414;-0.113749;-0.011747;-0.018169;0.003776;2148186.25;90.147438;2018-12-04T10:47:26.946Z
5594.093262;28325.734375;88.188171;0.581383;-0.998628;-91.63427;0.009646;-0.01771;0.999797;-0.028515;-0.999441;-0.017428;9.144367;-1.93856;2.533561;-0.007077;-0.111458;-0.021736;0.041506;-0.032323;-0.156192;-0.016437;-0.024379;0.004391;2148186.5;88.751755;2018-12-04T10:47:27.146Z
5593.922852;28289.763672;87.997223;0.404126;-0.735502;-93.156631;0.006336;-0.013205;0.999893;-0.055061;-0.9984;-0.012837;-1.633777;-1.251531;0.403699;-0.392335;0.212506;-0.195315;0.008475;-0.024247;-0.055136;-0.02502;-0.011173;0.001136;2148186.75;88.128616;2018-12-04T10:47:27.346Z
5593.75293;28253.851563;87.805557;0.456647;-0.746369;-92.319519;0.007436;-0.013338;0.999883;-0.040469;-0.999096;-0.013026;-0.690437;-5.080619;-5.51968;-0.027511;-0.064011;0.017184;-0.030102;-0.0118;0.113507;-0.057052;0.014012;-0.001369;2148187.0;90.662781;2018-12-04T10:47:27.546Z
5593.58252;28217.832031;87.612305;0.328025;-1.051207;-91.117279;0.005366;-0.018454;0.999815;-0.019496;-0.999642;-0.018346;4.224938;3.992635;-2.121518;0.088115;-0.013458;-0.239222;-0.007491;0.082666;0.057816;-0.027316;0.002625;-0.011284;2148187.0;89.653069;2018-12-04T10:47:27.746Z
5593.412109;28181.863281;87.418449;0.416835;-1.821898;-90.989067;0.006725;-0.031913;0.999468;-0.017253;-0.999345;-0.031793;-1.960654;1.950178;0.276806;0.074794;0.001907;-0.02125;0.002497;0.041927;-0.027693;-0.009105;-0.000002;-0.003944;2148187.25;90.66275;2018-12-04T10:47:27.945Z
5593.241699;28145.896484;87.223778;0.448753;-2.445583;-91.007133;0.007081;-0.0428;0.999058;-0.017561;-0.998935;-0.042671;-1.389699;3.760832;3.036543;-0.114844;-0.052828;-0.007739;-0.01454;0.042208;0.01944;-0.011315;-0.000783;-0.005849;2148187.5;89.881271;2018-12-04T10:47:28.146Z
5593.070801;28109.878906;87.028076;0.362664;-2.280539;-90.736084;0.005818;-0.03987;0.999188;-0.012836;-0.999125;-0.039792;-1.524256;-3.592562;4.946448;0.172432;-0.064075;0.113893;-0.013077;-0.015291;0.065081;-0.002127;0.005266;0.00438;2148187.75;89.31144;2018-12-04T10:47:28.345Z
5592.899414;28073.818359;86.831512;0.510189;-2.327359;-90.893242;0.00827;-0.040741;0.999136;-0.015576;-0.999054;-0.040609;0.399111;-3.314316;-0.93689;0.101417;0.03372;-0.09845;-0.014235;0.015336;-0.058809;0.014871;-0.005198;-0.003538;2148188.0;88.573647;2018-12-04T10:47:28.546Z
5592.728516;28037.78125;86.634476;0.393615;-3.048088;-91.085175;0.005862;-0.053293;0.998562;-0.018912;-0.998406;-0.053174;-0.985467;2.99008;7.794411;0.073712;0.094664;-0.015935;0.004084;0.005681;0.019839;0.025833;0.007873;-0.001013;2148188.0;88.160889;2018-12-04T10:47:28.746Z
5592.557129;28001.730469;86.436852;0.491541;-3.493129;-90.663101;0.007873;-0.061022;0.998105;-0.011551;-0.998075;-0.060929;1.402171;0.612;-1.135313;-0.076075;-0.202631;0.020794;0.013197;0.061003;0.02321;0.031505;0.003697;-0.006597;2148188.25;90.261078;2018-12-04T10:47:28.946Z
5592.385742;27965.640625;86.238609;0.591282;-4.008488;-90.895752;0.009226;-0.070053;0.997501;-0.015595;-0.997432;-0.069904;-2.539608;-4.75701;1.410576;-0.095033;-0.072423;0.067299;-0.03015;0.047703;0.005368;0.019644;0.00381;-0.00951;2148188.5;90.341156;2018-12-04T10:47:29.146Z
5592.214844;27929.722656;86.040962;0.526133;-3.914333;-91.360664;0.007559;-0.068461;0.997625;-0.02369;-0.997386;-0.068265;-2.338638;4.956146;3.235327;-0.071612;0.014703;-0.11244;0.007245;0.026945;-0.015941;0.01637;-0.002076;-0.003204;2148188.75;88.511467;2018-12-04T10:47:29.346Z
5592.043945;27893.771484;85.842865;0.638126;-4.065984;-91.539337;0.009229;-0.071174;0.997421;-0.026795;-0.997123;-0.070905;1.64134;-4.289319;1.528846;-0.080102;0.015789;-0.011819;0.024426;-0.024384;-0.00392;-0.006745;-0.004345;0.002545;2148189.0;89.531815;2018-12-04T10:47:29.545Z
5591.873047;27857.789063;85.644409;0.673439;-4.012784;-91.833275;0.009509;-0.070314;0.99748;-0.031913;-0.997038;-0.069979;2.08486;-4.508874;-1.010546;0.089319;0.002376;0.032887;0.009361;-0.022074;0.00512;-0.012371;0.001975;0.002848;2148189.0;90.141266;2018-12-04T10:47:29.746Z
5591.70166;27821.78125;85.445709;0.734414;-4.127347;-91.491264;0.01094;-0.072277;0.997325;-0.025957;-0.997069;-0.071973;-7.665799;3.828486;-6.833573;0.138181;-0.16408;-0.026246;-0.031817;0.041344;0.031819;0.004911;0.009895;-0.005118;2148189.25;90.709351;2018-12-04T10:47:29.946Z
5591.530273;27785.75;85.246864;0.731724;-4.468781;-91.416252;0.010841;-0.078201;0.996879;-0.02464;-0.996655;-0.077916;1.828363;-4.398416;-3.345781;-0.10692;-0.00811;-0.062463;0.030404;0.009506;-0.015448;-0.001887;-0.000547;-0.000013;2148189.5;90.049339;2018-12-04T10:47:30.146Z
5591.358887;27749.773438;85.048355;0.678806;-4.443694;-91.630432;0.009638;-0.07778;0.996924;-0.028367;-0.99659;-0.077479;7.179202;2.551065;-2.297729;-0.068611;-0.014637;-0.007321;0.022955;0.005386;-0.019886;-0.01267;-0.000491;-0.000624;2148189.75;90.38739;2018-12-04T10:47:30.345Z
5591.1875;27713.677734;84.849327;0.632832;-4.290123;-91.81562;0.008669;-0.075115;0.997137;-0.031594;-0.996697;-0.074807;2.390453;2.855858;-0.268459;0.083573;0.033309;-0.0222;0.035327;0.011672;0.002578;-0.00319;-0.001197;-0.002073;2148190.0;90.514053;2018-12-04T10:47:30.547Z
5591.016602;27677.769531;84.651535;0.629264;-4.493465;-91.610863;0.008776;-0.078618;0.996866;-0.028025;-0.996532;-0.078345;1.173844;-0.126303;-0.721864;0.015462;0.052851;-0.111264;-0.001679;0.015313;0.046201;0.00073;0.005771;-0.002559;2148190.0;88.88282;2018-12-04T10:47:30.746Z
5590.845703;27641.804688;84.453735;0.666344;-4.511169;-91.35936;0.009761;-0.078902;0.996835;-0.02365;-0.996621;-0.078653;-0.350349;1.808966;-7.494835;-0.029643;-0.015934;0.08976;0.008127;-0.005061;-0.028662;-0.007758;-0.000566;0.002629;2148190.25;88.927582;2018-12-04T10:47:30.945Z
5590.673828;27605.720703;84.255646;0.616063;-4.369046;-91.454781;0.008815;-0.076424;0.997036;-0.025314;-0.996773;-0.07618;0.173114;-0.100359;1.596687;-0.000489;0.009733;-0.11095;-0.008282;-0.031439;0.029142;-0.016231;-0.000765;0.004624;2148190.5;90.727989;2018-12-04T10:47:31.146Z
5590.503906;27569.902344;84.059448;0.577239;-4.329623;-91.544312;0.008036;-0.075735;0.997096;-0.026873;-0.996784;-0.075494;-1.769843;1.204153;-1.083053;0.017068;0.045184;0.101135;-0.011006;0.011144;-0.013138;-0.010678;-0.001037;-0.000981;2148190.75;90.187325;2018-12-04T10:47:31.345Z
5590.333008;27533.925781;83.862915;0.668845;-4.405151;-91.662949;0.00944;-0.07711;0.996978;-0.028934;-0.996626;-0.076809;5.094757;-2.002058;-1.464974;-0.082377;0.001344;-0.103919;0.009076;0.030047;-0.002162;-0.00366;-0.001016;-0.00426;2148191.0;89.978951;2018-12-04T10:47:31.545Z
5590.162109;27497.925781;83.666847;0.668547;-4.450647;-91.554031;0.009559;-0.077883;0.996917;-0.027038;-0.996618;-0.0776;0.771786;-0.212468;-1.566693;0.010279;0.001484;-0.012857;0.020756;0.016054;-0.00938;-0.010338;-0.006366;-0.003237;2148191.0;89.92704;2018-12-04T10:47:31.745Z
5589.991211;27461.892578;83.471298;1.034204;-10.433599;-93.855103;0.005835;-0.18187;0.983305;-0.066122;-0.98124;-0.181096;6.094297;-0.942688;-1.77254;0.160242;-0.227417;-0.162895;-0.050739;1.086525;-0.348988;0.044688;-0.035736;-0.140217;2148191.25;90.107559;2018-12-04T10:47:31.945Z
5589.820313;27425.84375;83.276428;1.696238;-15.503504;-96.905853;-0.002739;-0.268801;0.963192;-0.115863;-0.956623;-0.267297;-5.28994;2.527047;-5.19005;-0.074386;0.22108;-0.182264;0.015782;0.267653;-0.219311;0.02804;-0.027196;-0.036388;2148191.5;90.597641;2018-12-04T10:47:32.144Z
5589.649414;27389.816406;83.08252;1.873841;-18.475033;-97.582535;-0.00938;-0.318267;0.947955;-0.125153;-0.940168;-0.316891;1.063073;-3.548478;2.780942;-0.063964;0.185358;0.188957;-0.012345;0.131699;0.020567;0.018789;0.006509;-0.022897;2148191.75;90.298027;2018-12-04T10:47:32.345Z
5589.479492;27353.824219;82.889725;1.980076;-17.973661;-96.439087;-0.000252;-0.310325;0.95063;-0.106674;-0.945198;-0.30858;-1.444877;-1.472811;1.672176;-0.100723;0.487402;0.419642;-0.013419;-0.090917;0.181677;-0.003605;0.023019;0.011518;2148192.0;90.510971;2018-12-04T10:47:32.544Z
5589.309082;27317.820313;82.697868;-0.763793;-15.46227;-85.302887;0.008544;-0.266776;0.963721;0.078924;-0.960569;-0.266604;-2.717026;0.574185;-1.541114;0.073413;0.299347;0.088616;-0.087146;-0.182521;1.148612;-0.008347;0.142527;0.029311;2148192.0;89.933128;2018-12-04T10:47:32.745Z
