x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.601563;29080.310547;91.805145;1.242072;-11.559903;-91.667694;0.015837;-0.200891;0.979486;-0.028512;-0.979301;-0.200392;5.875011;5.777575;-8.349422;0.080083;0.000824;-0.094139;0.007715;0.02332;0.003116;-0.003811;0.004386;-0.001486;500922.375;89.957596;2018-11-15T09:13:31.010Z
5597.438477;29044.402344;91.655678;1.316754;-11.726806;-91.553398;0.017463;-0.20374;0.978869;-0.026543;-0.978768;-0.203245;1.860929;-1.211331;-3.465064;-0.10083;-0.042888;0.07121;0.021783;-0.026971;0.011885;-0.006524;0.001844;0.001512;500922.5625;89.498566;2018-11-15T09:13:31.211Z
5597.273926;29008.476563;91.503334;1.356406;-11.491909;-91.7798;0.017474;-0.199813;0.979678;-0.030436;-0.97948;-0.19923;-0.709717;-3.607492;1.568594;0.041155;0.063102;0.070609;-0.009679;-0.043639;-0.011977;-0.00971;0.000317;0.003441;500922.78125;90.178116;2018-11-15T09:13:31.410Z
5597.109375;28972.498047;91.34803;1.457419;-11.323052;-91.845222;0.019101;-0.196994;0.980219;-0.031573;-0.980027;-0.196341;4.236258;-1.868913;-0.089274;0.006076;0.020172;-0.06595;-0.008066;0.010682;-0.004484;-0.005666;0.00031;0.000533;500922.96875;90.836922;2018-11-15T09:13:31.611Z
5596.944336;28936.492188;91.189964;1.504948;-11.421387;-91.846741;0.01987;-0.198698;0.979859;-0.031588;-0.979688;-0.198023;-6.663375;-0.252046;-5.218689;-0.04976;-0.028215;0.089898;-0.00203;0.006312;0.009285;-0.002909;-0.002516;-0.000602;500923.1875;89.592384;2018-11-15T09:13:31.810Z
5596.77832;28900.494141;91.029388;1.447499;-11.405274;-91.805824;0.019019;-0.198382;0.97994;-0.03089;-0.979766;-0.197748;-0.23198;0.947851;1.976251;-0.007146;0.008647;0.06008;0.009498;-0.002259;0.007439;0.011491;0.011656;-0.002406;500923.375;89.96978;2018-11-15T09:13:32.011Z
5596.58252;28858.068359;90.836952;1.438972;-11.329685;-91.916817;0.018529;-0.197122;0.980204;-0.032797;-0.979964;-0.196454;-6.623532;0.081455;-2.778607;0.020415;0.005683;0.010369;-0.012966;-0.019014;0.005871;0.0164;0.01381;-0.001134;500923.59375;14.170969;2018-11-15T09:13:32.246Z
5596.426758;28824.292969;90.681404;1.464935;-11.164422;-91.949913;0.018964;-0.19432;0.980755;-0.033382;-0.980507;-0.193625;1.799976;-6.168927;6.819323;0.090563;0.028207;0.072118;-0.012707;-0.005123;0.051476;0.010411;0.0096;-0.002763;500923.84375;22.80681;2018-11-15T09:13:32.434Z
5596.286133;28793.951172;90.539948;1.502056;-11.262968;-91.768486;0.020175;-0.195961;0.980404;-0.030266;-0.980274;-0.195312;-0.403517;1.068162;0.319854;0.083018;-0.009335;-0.022321;-0.002798;0.008509;-0.004372;0.003745;0.002154;-0.000779;500924.0;27.692059;2018-11-15T09:13:32.601Z
5596.116211;28757.296875;90.366982;1.480225;-11.375666;-91.771057;0.019726;-0.197879;0.980028;-0.030299;-0.979887;-0.197241;-2.172545;-2.734073;-4.067915;-0.061581;0.063569;0.068407;0.005757;-0.016088;-0.025395;-0.005745;-0.002877;0.001832;500924.25;31.297682;2018-11-15T09:13:32.805Z
5595.94043;28719.535156;90.186462;1.413478;-11.287624;-91.841156;0.018368;-0.196366;0.980359;-0.031507;-0.980151;-0.195734;-3.670326;-6.54864;0.012952;0.034715;0.055317;0.005845;-0.00242;0.008482;-0.02139;-0.006902;-0.003437;-0.000167;500924.40625;19.723713;2018-11-15T09:13:33.014Z
