x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.601563;29080.246094;91.804878;0.899799;-1.563929;-87.283463;0.01698;-0.026514;0.999504;0.047377;-0.998504;-0.027292;1.472569;-2.385388;-0.595714;0.036645;0.081902;0.166846;-0.046992;-0.022759;-0.006482;-0.012461;0.004762;0.007749;411918.40625;89.233185;2018-11-14T08:30:07.041Z
5597.447266;29046.326172;91.663757;1.303574;-1.247705;-87.15255;0.023803;-0.020612;0.999504;0.049665;-0.998529;-0.021775;-2.288115;-0.508752;2.380998;0.02291;0.032468;0.011724;-0.012011;0.002378;0.012176;-0.007877;0.001441;-0.00085;411918.59375;89.53788;2018-11-14T08:30:07.230Z
5597.273926;29008.416016;91.503067;1.312544;-1.44436;-87.034012;0.024179;-0.023981;0.99942;0.051727;-0.998343;-0.025206;0.340521;4.70861;1.270926;-0.042339;-0.008398;0.074378;0.006997;-0.032979;-0.008524;-0.020318;-0.003582;0.004089;411918.8125;90.110611;2018-11-14T08:30:07.441Z
5597.118164;28974.4375;91.356461;1.360933;-0.950523;-87.07399;0.024566;-0.01535;0.99958;0.051039;-0.998559;-0.016589;-1.200722;-0.951659;-3.619507;0.113957;-0.048504;0.089011;-0.029874;-0.025094;-0.013488;-0.021612;-0.006615;0.006019;411919.0;91.093109;2018-11-14T08:30:07.630Z
5596.953125;28938.464844;91.198685;1.244404;-0.739067;-87.493469;0.02226;-0.011934;0.999681;0.04373;-0.99896;-0.012899;4.513558;-4.865245;3.282309;0.066944;0.084827;-0.032407;0.011593;0.039309;-0.030641;0.000164;-0.00883;-0.004041;411919.1875;95.048859;2018-11-14T08:30:07.830Z
5596.787109;28902.458984;91.038208;1.394137;-1.095672;-87.757248;0.025059;-0.018149;0.999521;0.039126;-0.999051;-0.019122;0.442866;1.276972;-0.319386;-0.080458;0.024255;0.071514;-0.018571;0.045042;-0.005891;0.003546;0.003131;-0.005474;411919.40625;88.458267;2018-11-14T08:30:08.030Z
5596.621094;28866.425781;90.875122;1.524566;-1.434046;-87.723083;0.027578;-0.023941;0.999333;0.039717;-0.998898;-0.025026;1.098894;2.962883;-0.106638;0.002358;-0.142677;0.154654;0.023999;0.020011;-0.024103;-0.005164;-0.005038;0.002056;411919.59375;91.372795;2018-11-14T08:30:08.230Z
5596.445313;28828.375;90.700317;1.452314;-1.262082;-87.949547;0.026117;-0.021098;0.999436;0.035771;-0.999117;-0.022026;4.797173;-1.988921;-2.00891;0.025562;0.017924;0.009976;-0.004614;-0.025405;-0.003494;-0.005163;0.002248;0.002933;411919.8125;89.534859;2018-11-14T08:30:08.442Z
5596.288086;28794.306641;90.541618;1.515163;-1.246947;-87.812668;0.027253;-0.020729;0.999414;0.038158;-0.999035;-0.021762;2.412591;-3.651453;-1.332305;0.026906;-0.00267;0.166757;-0.004315;0.017208;0.00706;0.004216;0.005721;-0.000062;411920.0;91.224892;2018-11-14T08:30:08.630Z
5596.120117;28758.214844;90.371323;1.559816;-1.333314;-87.68071;0.02814;-0.022139;0.999359;0.040457;-0.99891;-0.023269;-1.14741;-0.416715;-0.322907;-0.036167;0.010304;-0.123964;0.006616;0.027682;-0.00217;0.003059;-0.000439;-0.00405;411920.1875;91.562355;2018-11-14T08:30:08.830Z
5595.952637;28722.123047;90.198906;1.596519;-1.450746;-87.66729;0.028868;-0.024153;0.999291;0.040689;-0.998851;-0.025318;-1.78777;-1.803413;-1.521045;0.081003;-0.012963;-0.066794;0.004035;-0.037263;-0.017049;-0.006033;-0.005325;0.003453;411920.40625;91.556046;2018-11-14T08:30:09.030Z
5595.785645;28686.201172;90.025238;1.558516;-1.315706;-87.737228;0.028083;-0.021861;0.999367;0.039472;-0.998957;-0.022961;3.563203;-0.263858;1.867591;0.036683;0.092507;-0.108611;0.003266;-0.02547;0.024153;-0.004765;-0.000591;0.001644;411920.59375;89.978981;2018-11-14T08:30:09.230Z
5595.618164;28650.267578;89.849571;1.51355;-1.334626;-87.576103;0.027374;-0.022145;0.99938;0.042281;-0.998834;-0.023292;3.679231;-4.201585;4.319922;0.004938;0.048165;0.069547;0.029643;0.007143;0.002503;0.000158;-0.002303;-0.003538;411920.78125;89.640915;2018-11-14T08:30:09.430Z
5595.450195;28614.308594;89.671906;1.564198;-1.459406;-87.659927;0.028314;-0.024323;0.999303;0.040817;-0.998842;-0.025469;-3.276427;-2.300003;2.669008;0.028995;-0.021668;0.013156;-0.004616;0.011913;0.017608;0.003099;0.008026;0.000912;411921.0;94.967041;2018-11-14T08:30:09.630Z
5595.28125;28578.316406;89.492279;1.626191;-1.65115;-87.562721;0.029578;-0.02757;0.999182;0.042508;-0.99868;-0.028814;2.220291;4.770518;-1.875325;0.09873;-0.008429;0.0109;-0.001444;0.019298;0.022951;0.012936;0.006084;-0.004336;411921.1875;91.25631;2018-11-14T08:30:09.830Z
5595.103516;28540.363281;89.30101;1.68177;-1.911865;-87.455482;0.0308;-0.032012;0.999013;0.044371;-0.998458;-0.033362;-3.902094;-2.080343;3.511977;0.011173;0.016482;0.053594;-0.001037;0.016058;0.002848;0.019025;0.008234;-0.003328;411921.40625;89.853806;2018-11-14T08:30:10.041Z
5594.943359;28506.328125;89.127953;1.910528;-2.255151;-87.345825;0.035124;-0.037742;0.99867;0.046272;-0.998154;-0.03935;1.13299;2.539101;-1.878076;-0.089342;-0.03348;0.024551;-0.007592;0.042836;0.025008;0.016543;0.010461;-0.008542;411921.59375;91.14325;2018-11-14T08:30:10.230Z
