x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.601563;29080.314453;91.805161;2.110785;-3.580474;-85.640015;0.04147;-0.059427;0.997371;0.075874;-0.99516;-0.06245;3.898197;0.162881;1.874606;0.043913;-0.039637;-0.027665;-0.01567;0.021031;0.017678;0.001214;0.00473;-0.002262;1535883.625;89.140083;2018-11-27T08:42:33.690Z
5597.438477;29044.4375;91.655823;2.137128;-3.802762;-85.638756;0.042223;-0.063248;0.997104;0.075877;-0.994909;-0.066322;-9.756808;1.933599;-4.657251;-0.008555;-0.054373;0.135633;0.003271;-0.000531;-0.032697;0.002788;-0.005367;-0.000803;1535883.875;91.002319;2018-11-27T08:42:33.890Z
5597.274414;29008.507813;91.503464;2.04412;-3.908316;-85.830269;0.040527;-0.065343;0.99704;0.072542;-0.995034;-0.06816;0.122174;-1.711759;2.9798;0.059592;-0.051389;-0.045112;-0.001918;0.032534;-0.018972;0.004258;-0.006291;-0.003557;1535884.0;90.455315;2018-11-27T08:42:34.091Z
5597.109375;28972.566406;91.34832;2.054991;-4.039367;-86.223755;0.040417;-0.067882;0.996874;0.065697;-0.99535;-0.070442;3.738197;1.251319;4.738486;0.077231;0.033579;-0.029042;0.027525;0.023643;-0.01307;0.01481;-0.010049;-0.00177;1535884.25;89.598488;2018-11-27T08:42:34.290Z
5596.944336;28936.570313;91.190308;2.107439;-4.674315;-86.976173;0.041018;-0.079383;0.996;0.052576;-0.995286;-0.081492;2.215264;-1.191348;-0.062455;-0.053973;-0.051447;-0.00857;-0.00577;0.101853;-0.094336;0.019726;-0.013073;-0.010836;1535884.5;92.573685;2018-11-27T08:42:34.490Z
5596.77832;28900.556641;91.029663;2.456762;-5.601895;-89.74733;0.043295;-0.097336;0.994309;0.004389;-0.995215;-0.097616;1.832252;-8.980651;3.335715;0.037392;0.040429;-0.024067;-0.012649;0.080353;-0.273498;0.008068;-0.037428;-0.009746;1535884.625;89.146088;2018-11-27T08:42:34.690Z
5596.612305;28864.503906;90.866364;2.622558;-6.052183;-92.782036;0.04059;-0.10742;0.993385;-0.048266;-0.993254;-0.105434;-1.342805;-2.877471;1.684515;0.019926;-0.038811;-0.125122;0.016868;0.051091;-0.282428;0.008067;-0.039222;-0.002894;1535884.875;89.462265;2018-11-27T08:42:34.890Z
5596.445801;28828.433594;90.700584;2.680086;-6.506069;-96.643097;0.033352;-0.117834;0.992473;-0.114939;-0.986889;-0.113308;-3.035973;7.182474;-2.803345;-0.132394;0.061636;0.173918;0.031349;-0.004511;-0.34464;0.004798;-0.04369;0.00572;1535885.0;90.064659;2018-11-27T08:42:35.090Z
5596.278809;28792.34375;90.53241;2.768715;-5.762146;-99.258667;0.031541;-0.106747;0.993786;-0.160079;-0.981985;-0.100399;5.996553;0.146549;2.337178;-0.215161;0.112388;-0.028405;0.033541;-0.062911;-0.13908;-0.010663;-0.017319;0.007588;1535885.25;90.279564;2018-11-27T08:42:35.290Z
5596.111328;28756.273438;90.362106;3.245784;-2.195919;-100.634636;0.048587;-0.048047;0.997663;-0.18441;-0.982102;-0.038317;5.310469;-11.06244;-5.929385;-0.450272;-0.073357;0.926966;-0.061479;-0.513109;-0.232124;-0.050036;-0.017373;0.064296;1535885.5;90.030945;2018-11-27T08:42:35.490Z
5595.943848;28720.169922;90.189514;4.225834;8.422094;-104.261673;0.1074;0.123412;0.986527;-0.243694;-0.958729;0.146465;-1.814668;8.987801;9.807045;0.121925;0.094717;-1.027249;-0.098244;-0.820012;-0.329234;-0.104396;-0.007686;0.096129;1535885.625;90.331909;2018-11-27T08:42:35.690Z
5595.776367;28684.285156;90.01593;4.750766;8.410087;-104.151009;0.115942;0.121084;0.985848;-0.241849;-0.959228;0.146257;4.027958;7.091244;4.435065;0.223514;0.174667;-0.423544;-0.011432;0.293143;0.173546;-0.018234;0.018908;-0.03296;1535885.875;90.92424;2018-11-27T08:42:35.891Z
5595.608398;28648.320313;89.840004;3.170862;-6.215882;-99.97097;0.035759;-0.116054;0.992599;-0.172131;-0.979105;-0.108275;0.995668;-24.017311;-5.262002;-0.804415;-0.092858;2.884757;0.151117;1.015866;0.439629;0.065845;0.013866;-0.134407;1535886.0;89.948402;2018-11-27T08:42:36.090Z
5595.449707;28614.332031;89.67202;2.643857;-7.86542;-97.201416;0.028627;-0.141405;0.989538;-0.124178;-0.982778;-0.136847;-5.039536;-4.306415;-0.524144;0.056459;0.20425;0.272435;-0.030279;0.038635;0.302424;0.006382;0.033672;-0.006909;1535886.25;90.421341;2018-11-27T08:42:36.280Z
5595.272461;28576.398438;89.482651;1.470704;-7.641171;-92.482468;0.019884;-0.133912;0.990794;-0.042929;-0.99019;-0.132969;1.46247;2.430466;2.569432;-0.020465;0.187313;-0.03619;0.067274;-0.070094;0.443301;0.014563;0.046904;0.007868;1535886.5;90.492393;2018-11-27T08:42:36.491Z
5595.103516;28540.367188;89.301018;-0.114044;-6.616179;-83.953316;0.010157;-0.114786;0.993338;0.104637;-0.987814;-0.115218;3.469009;3.272799;-0.44484;-0.168296;0.024172;-0.140283;0.037043;-0.071216;0.894094;-0.011802;0.105009;0.010711;1535886.625;89.826385;2018-11-27T08:42:36.690Z
5594.93457;28504.398438;89.118088;0.146646;-5.445703;-77.201225;0.023519;-0.091977;0.995483;0.220528;-0.970753;-0.094902;2.03775;-0.449244;-1.549817;0.27243;-0.451641;-0.080094;-0.124049;-0.117922;0.318485;-0.008109;0.049876;0.008618;1535886.875;89.829453;2018-11-27T08:42:36.890Z
5594.765625;28468.396484;88.933441;2.054357;-4.820337;-77.190498;0.053574;-0.07394;0.995823;0.220926;-0.971664;-0.084032;-3.925217;2.070171;-3.896673;0.103727;-0.092861;0.0441;-0.210672;-0.041509;-0.048867;0.013953;0.012738;0.000149;1535887.0;89.960648;2018-11-27T08:42:37.091Z
5594.595703;28432.339844;88.747047;3.156665;-4.558502;-77.506149;0.07093;-0.065564;0.995324;0.215651;-0.973231;-0.079477;2.793228;4.650847;-3.436292;0.223313;-0.051727;0.101235;-0.037359;-0.010728;-0.027183;0.025282;0.002674;-0.0003;1535887.25;91.309792;2018-11-27T08:42:37.290Z
5594.42627;28396.28125;88.559265;2.916291;-4.271211;-78.038254;0.065188;-0.062221;0.995931;0.206683;-0.975569;-0.074478;3.885558;5.063292;0.708692;0.170476;0.079321;-0.02767;0.02648;-0.005198;-0.076711;0.04263;-0.014248;0.003847;1535887.5;90.304169;2018-11-27T08:42:37.491Z
5594.255371;28360.195313;88.370026;2.383814;-3.845731;-79.089088;0.053526;-0.057928;0.996885;0.188856;-0.979712;-0.06707;-5.751891;-1.731399;-0.748702;0.085512;-0.01219;-0.084848;0.062638;-0.030139;-0.089682;0.050789;-0.017205;0.006628;1535887.625;88.570694;2018-11-27T08:42:37.691Z
5594.085938;28324.203125;88.180061;1.778167;-3.816586;-80.173531;0.041929;-0.060259;0.997302;0.170286;-0.983144;-0.066563;0.078598;-1.153367;0.310488;-0.015633;-0.001431;-0.02679;0.035128;-0.002108;-0.081805;0.029221;-0.008351;0.002654;1535887.875;90.178116;2018-11-27T08:42:37.890Z
5593.916016;28288.236328;87.989098;1.671191;-3.541105;-80.939209;0.038522;-0.056375;0.997666;0.157182;-0.985636;-0.061765;2.04596;2.934881;-4.507197;0.058537;0.072142;0.058327;0.020184;-0.01044;-0.084211;0.01474;-0.005305;0.00335;1535888.0;90.187325;2018-11-27T08:42:38.090Z
