x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.610352;29082.222656;91.812546;-1.024414;-6.17197;-91.25856;-0.020235;-0.107077;0.994045;-0.021837;-0.993964;-0.107513;-0.434365;0.126834;0.727556;0.047019;0.000196;0.226784;-0.013302;-0.080683;0.036593;0.024874;0.010772;0.012458;2245.361084;88.119827;2018-12-18T10:53:50.422Z
5597.447266;29046.322266;91.661987;-0.947052;-6.347076;-91.458305;-0.019336;-0.110079;0.993735;-0.025293;-0.993549;-0.110551;0.45545;-4.484347;1.712865;-0.195171;0.170434;0.220009;0.000621;0.004342;0.033688;0.001984;0.014265;-0.000213;2245.561035;89.710747;2018-12-18T10:53:50.623Z
5597.282715;29010.382813;91.507637;-1.099426;-5.911166;-90.929115;-0.020855;-0.102643;0.9945;-0.016129;-0.994552;-0.102986;3.010063;3.474604;3.677316;0.190459;-0.122588;-0.052248;0.005389;0.037345;0.022134;0.027039;0.009667;-0.003425;2245.760986;89.365677;2018-12-18T10:53:50.822Z
5597.118164;28974.367188;91.349442;-0.848663;-7.576817;-91.070175;-0.017271;-0.131541;0.99116;-0.018514;-0.991096;-0.131855;0.487519;0.749194;2.768111;-0.204908;-0.210332;0.239056;0.007699;0.126804;-0.076302;0.020426;-0.017252;-0.023343;2245.961182;89.53788;2018-12-18T10:53:51.023Z
5596.952637;28938.371094;91.18795;-0.895721;-7.402771;-91.985809;-0.020087;-0.128209;0.991544;-0.034363;-0.991069;-0.128844;0.755261;6.04491;7.641609;0.242867;-0.114337;-0.151717;0.012076;0.009389;-0.056078;0.022643;-0.016354;-0.003119;2246.161133;89.683441;2018-12-18T10:53:51.223Z
5596.787109;28902.375;91.023148;-0.999878;-7.787392;-92.680397;-0.023767;-0.134513;0.990627;-0.046333;-0.989694;-0.135498;-2.551025;9.641298;-3.450586;-0.133807;0.124523;0.032117;0.032047;0.048676;-0.019619;0.025639;-0.006518;-0.003218;2246.361084;89.73204;2018-12-18T10:53:51.423Z
5596.621094;28866.304688;90.854836;-0.976837;-8.264433;-92.425896;-0.023116;-0.142871;0.989471;-0.041888;-0.988728;-0.143742;7.304227;-2.208701;0.184787;-0.212199;-0.068854;0.231087;0.035423;-0.003484;-0.012072;-0.017298;-0.001194;-0.000493;2246.561035;90.049339;2018-12-18T10:53:51.623Z
5596.454102;28830.226563;90.683411;-1.062592;-7.622983;-92.772614;-0.024939;-0.131579;0.990992;-0.047945;-0.990002;-0.132654;2.058462;-0.76522;2.28385;0.116663;-0.045741;-0.069267;-0.007703;-0.014687;-0.03419;-0.014828;0.007685;0.00145;2246.76123;91.127594;2018-12-18T10:53:51.823Z
5596.287109;28794.126953;90.508888;-0.910461;-7.706509;-93.095001;-0.023106;-0.133028;0.990843;-0.053504;-0.989523;-0.134099;-4.707033;-2.364737;0.448353;0.019827;-0.018744;-0.013581;-0.01255;-0.006065;-0.004624;-0.013154;0.00859;-0.002291;2246.961182;90.749771;2018-12-18T10:53:52.023Z
5596.119629;28758.011719;90.331444;-0.952819;-7.877045;-92.947556;-0.023653;-0.135992;0.990427;-0.050937;-0.989254;-0.137048;-1.904491;-0.18762;-1.205162;0.033911;-0.046264;0.028121;0.015469;0.012609;-0.013592;-0.01775;-0.003306;-0.001259;2247.161133;92.257652;2018-12-18T10:53:52.223Z
