x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.601563;29080.285156;106.804527;1.838783;-4.811861;-89.550896;0.032743;-0.083587;0.995962;0.007811;-0.996445;-0.083884;2.055761;4.248299;-4.208499;0.083354;-0.057573;0.007306;0.02874;0.017167;-0.00908;-0.013702;-0.010379;-0.003657;432847.96875;89.887352;2018-11-14T14:18:56.610Z
5597.437988;29044.367188;106.653679;1.60181;-4.774903;-90.0737;0.027846;-0.083245;0.99614;-0.001282;-0.996529;-0.083241;-1.933005;-1.267776;0.367499;0.046028;0.193201;0.118079;0.006291;0.003521;-0.009553;-0.004676;-0.003303;-0.001703;432848.15625;89.465271;2018-11-14T14:18:56.809Z
5597.274414;29008.449219;106.499229;1.546762;-5.03583;-89.846649;0.027228;-0.087674;0.995777;0.002666;-0.996136;-0.087779;-4.887942;0.278901;4.227531;-0.015166;-0.01631;-0.022108;0.005378;0.025993;-0.005294;0.000037;-0.006171;-0.003399;432848.375;89.786781;2018-11-14T14:18:57.010Z
5597.109375;28972.453125;106.340935;1.331117;-5.274811;-89.861336;0.023453;-0.091852;0.995497;0.00241;-0.995762;-0.091933;3.788651;-2.490589;-4.57901;0.033366;0.010654;0.074127;0.034422;0.005399;0.016432;0.000992;-0.001579;-0.002832;432848.5625;88.641853;2018-11-14T14:18:57.210Z
5596.943848;28936.476563;106.179352;1.312924;-5.610106;-89.800194;0.023254;-0.097652;0.994949;0.003471;-0.995204;-0.097758;3.393868;-3.460649;-6.697962;-0.041464;-0.153172;0.132306;-0.003179;0.016482;-0.003383;0.003233;0.001709;-0.004976;432848.78125;89.683411;2018-11-14T14:18:57.410Z
5596.77832;28900.46875;106.014328;1.278383;-5.561918;-90.050179;0.022225;-0.096917;0.995044;-0.000872;-0.995292;-0.096921;-6.899071;9.758114;4.721134;0.035169;0.069508;-0.058364;-0.021121;0.022021;-0.006949;0.002158;0.001246;-0.002556;432848.96875;88.686371;2018-11-14T14:18:57.610Z
5596.612305;28864.453125;105.846107;1.264126;-5.752228;-90.161407;0.021779;-0.100264;0.994722;-0.002803;-0.994961;-0.100227;-1.977728;0.054921;7.16653;-0.025915;0.145957;-0.010642;-0.015756;-0.002429;-0.023758;-0.000332;0.001827;-0.001563;432849.15625;89.580307;2018-11-14T14:18:57.810Z
5596.445313;28828.390625;105.674591;1.409667;-5.943384;-89.962067;0.024669;-0.103498;0.994324;0.000658;-0.994624;-0.103546;1.718852;-0.86895;-11.263906;-0.052321;-0.024444;-0.017765;-0.007459;-0.004731;-0.016115;-0.0089;0.00352;0.001438;432849.375;89.939247;2018-11-14T14:18:58.010Z
5596.27832;28792.291016;105.499939;1.433069;-5.902192;-89.910553;0.02517;-0.102759;0.994388;0.001553;-0.994698;-0.102831;0.491309;-1.273943;-3.484071;-0.048334;0.039279;0.117077;0.023933;0.000211;0.008743;-0.015305;-0.001379;-0.002488;432849.5625;88.49968;2018-11-14T14:18:58.210Z
5596.111328;28756.244141;105.322693;1.44394;-5.626341;-90.03875;0.025133;-0.098026;0.994866;-0.000673;-0.995182;-0.09804;0.461038;3.198201;4.887853;-0.019153;0.117972;0.048715;-0.009561;-0.019586;0.025063;-0.02487;0.007047;0.002848;432849.78125;89.656097;2018-11-14T14:18:58.410Z
5595.953125;28722.148438;105.152519;1.530169;-5.10364;-89.896378;0.026864;-0.088877;0.99568;0.001801;-0.996034;-0.088958;0.877099;4.359655;0.316574;-0.020632;0.076938;0.120843;0.006517;-0.058232;-0.009538;-0.031423;0.00194;0.009752;432849.96875;88.552933;2018-11-14T14:18:58.599Z
5595.776367;28684.226563;104.96048;1.461842;-4.256929;-89.759346;0.025823;-0.074097;0.996917;0.004189;-0.997232;-0.074229;3.160601;-5.999418;11.796404;0.149921;-0.047659;-0.078622;-0.000251;-0.081585;0.002967;-0.034819;0.003074;0.012951;432850.15625;88.67746;2018-11-14T14:18:58.810Z
5595.608398;28648.304688;104.776001;1.453411;-3.46335;-89.77401;0.025602;-0.06029;0.997853;0.003937;-0.998166;-0.06041;6.737419;-1.152427;-2.495661;0.062093;0.086945;0.029835;-0.003672;-0.030331;-0.007568;-0.006539;-0.005292;-0.000575;432850.375;90.037079;2018-11-14T14:18:59.010Z
5595.44043;28612.355469;104.588982;1.365389;-3.25464;-89.677399;0.024147;-0.056622;0.998104;0.005621;-0.998371;-0.056774;0.408114;2.775356;2.98514;0.032684;-0.096418;0.018602;0.031168;0.039493;-0.006841;-0.017519;-0.006128;0.001615;432850.5625;89.786781;2018-11-14T14:18:59.210Z
5595.272461;28576.371094;104.399467;1.050842;-3.264803;-90.109436;0.018231;-0.056976;0.998209;-0.001907;-0.998375;-0.056951;-2.107091;-3.177745;2.176159;-0.079027;-0.076337;0.061883;0.020403;-0.026409;0.008673;-0.024274;-0.003707;0.003454;432850.78125;89.844666;2018-11-14T14:18:59.409Z
