x;y;z;r;p;yw;u_x;u_y;u_z;f_x;f_y;f_z;HMD_aa_x;HMD_aa_y;HMD_aa_z;HMD_la_x;HMD_la_y;HMD_la_z;HMD_av_x;HMD_av_y;HMD_av_z;HMD_lv_x;HMD_lv_y;HMD_lv_z;HMD_td;FPS;TIMESTAMP
5597.610352;29082.253906;91.812683;-2.943481;-4.552983;-82.258499;-0.040204;-0.085471;0.995529;0.134279;-0.987759;-0.079381;2.535388;0.290373;1.65658;0.107109;-0.179661;-0.169247;-0.017842;-0.020018;-0.253816;0.007375;-0.02368;-0.004118;5011.739258;89.795731;2018-12-18T09:54:20.257Z
5597.437988;29044.349609;91.653603;-1.329742;-4.289427;-90.411819;-0.023743;-0.074606;0.99693;-0.007167;-0.997173;-0.074795;0.036866;1.597688;3.286119;-0.12116;0.364952;0.127926;-0.094077;-0.055883;-0.675095;-0.003646;-0.049721;0.003978;5011.950195;89.041;2018-12-18T09:54:20.468Z
5597.273926;29008.433594;91.499161;-0.749634;-3.885804;-93.497482;-0.017193;-0.066838;0.997616;-0.060864;-0.995843;-0.067768;3.352721;2.411353;-1.094308;0.080036;0.000283;-0.080335;0.021541;-0.01493;-0.116279;-0.016134;0.01034;0.004244;5012.150391;89.46817;2018-12-18T09:54:20.668Z
5597.118164;28974.443359;91.349785;-0.28418;-3.825589;-94.656609;-0.01036;-0.066096;0.99776;-0.081003;-0.994478;-0.06672;5.046344;-2.478279;1.789786;-0.035686;-0.11417;0.023457;-0.012499;-0.000639;-0.101171;-0.015322;0.00999;-0.00037;5012.339355;90.267059;2018-12-18T09:54:20.857Z
5596.953125;28938.4375;91.18824;0.015695;-3.733607;-95.933044;-0.006458;-0.064797;0.997878;-0.103147;-0.992532;-0.065118;-6.917482;6.245935;-5.862263;-0.086726;-0.306332;-0.071859;-0.018458;0.018407;-0.159546;-0.022222;0.008482;0.001593;5012.539063;89.905479;2018-12-18T09:54:21.057Z
5596.787598;28902.453125;91.023506;1.000418;-3.37326;-102.164185;0.004671;-0.06119;0.998115;-0.210349;-0.975854;-0.05884;3.772199;-1.440183;1.244938;-0.107939;0.145222;0.04466;-0.055468;-0.066967;-0.646697;-0.025601;-0.01612;0.005463;5012.739258;90.193298;2018-12-18T09:54:21.257Z
5596.621094;28866.398438;90.85527;2.433419;-3.194554;-105.781418;0.025716;-0.065125;0.997546;-0.271545;-0.960811;-0.055727;-0.697422;-1.375456;6.765712;-0.084251;0.139841;0.063696;-0.100794;0.007822;-0.094578;-0.020919;0.046225;-0.004194;5012.939453;90.687439;2018-12-18T09:54:21.457Z
5596.45459;28830.320313;90.683853;3.126196;-3.153136;-106.204491;0.037042;-0.06796;0.997;-0.278644;-0.958818;-0.055005;-1.644555;2.791303;-4.923789;-0.133007;-0.313913;0.011484;-0.033089;0.023024;-0.069849;-0.02668;0.017786;0.002108;5013.13916;90.362564;2018-12-18T09:54:21.658Z
5596.287598;28794.222656;90.509361;3.109739;-3.246361;-106.701454;0.03571;-0.069751;0.996925;-0.286924;-0.956278;-0.056629;-4.115587;8.239648;-2.199116;0.019421;-0.087205;0.009279;-0.02686;0.033647;-0.011373;-0.020104;0.007284;0.004614;5013.339355;88.942345;2018-12-18T09:54:21.857Z
5596.120117;28758.121094;90.331985;2.929434;-3.412656;-106.886894;0.031633;-0.071731;0.996922;-0.289968;-0.955183;-0.059527;-10.283201;5.700265;3.604722;-0.006021;0.109876;-0.017797;-0.022786;0.027288;-0.004913;-0.011181;-0.002235;0.002602;5013.539551;90.162613;2018-12-18T09:54:22.058Z
5595.952148;28722.027344;90.151909;2.810831;-3.559109;-106.576607;0.029311;-0.073417;0.996871;-0.284747;-0.956591;-0.062078;5.132799;8.241436;-1.903826;-0.145812;-0.008382;0.093934;0.025007;0.025628;0.038314;-0.018961;-0.005553;0.004401;5013.739258;89.823166;2018-12-18T09:54:22.258Z
5595.78418;28686.068359;89.969872;2.461375;-3.525511;-105.660019;0.024768;-0.070748;0.997187;-0.269418;-0.961058;-0.061493;-4.150233;-3.225579;-0.80418;-0.059853;-0.049232;0.024285;0.044502;-0.00116;0.058943;-0.019763;-0.012193;0.007164;5013.939453;89.214973;2018-12-18T09:54:22.457Z
5595.616699;28650.066406;89.78511;2.133968;-3.746243;-104.584206;0.019596;-0.072565;0.997171;-0.251264;-0.965711;-0.065338;0.663738;0.622016;-0.732772;0.036617;0.068296;0.0323;0.021284;0.033196;0.115597;-0.016241;-0.009018;0.000309;5014.13916;87.531349;2018-12-18T09:54:22.658Z
5595.449219;28614.117188;89.59819;1.498415;-4.09381;-100.388855;0.012851;-0.074911;0.997107;-0.179868;-0.981097;-0.07139;4.953224;-2.292176;5.182905;0.120451;0.336156;-0.018807;0.077885;0.053513;0.642402;-0.004293;0.034803;-0.000742;5014.339355;87.459084;2018-12-18T09:54:22.858Z
5595.280762;28578.181641;89.409065;-0.547516;-5.049989;-90.467758;-0.010274;-0.08794;0.996073;-0.008132;-0.996085;-0.088025;0.438831;2.745949;-3.804396;0.146957;-0.403095;-0.106348;0.163632;0.047207;0.801034;0.010841;0.03309;0.002621;5014.539551;90.064476;2018-12-18T09:54:23.058Z
5595.111816;28542.1875;89.217422;-2.234192;-6.027341;-85.249641;-0.030161;-0.107791;0.993716;0.082357;-0.991056;-0.105003;3.037855;-0.794966;-3.121614;0.142136;0.049442;-0.027422;0.101262;0.11146;0.342994;0.042525;-0.012402;-0.01433;5014.739258;89.353447;2018-12-18T09:54:23.258Z
5594.943359;28506.166016;89.023552;-3.416138;-7.007104;-80.9282;-0.039642;-0.129648;0.990767;0.156494;-0.980116;-0.121992;-0.647656;1.286905;-3.40901;0.097886;0.119013;0.146165;0.056536;0.088688;0.426782;0.047258;-0.000844;-0.011814;5014.939453;88.984177;2018-12-18T09:54:23.458Z
5594.773926;28470.136719;88.827637;-5.099552;-7.411042;-73.696854;-0.049247;-0.148262;0.987721;0.278374;-0.951772;-0.128987;-0.802287;-1.277108;-3.292399;0.082232;-0.077316;-0.165107;0.033913;0.063632;0.665864;0.029496;0.02846;-0.005981;5015.13916;89.148903;2018-12-18T09:54:23.658Z
5594.604492;28434.109375;88.62986;-6.005497;-7.237671;-68.2808;-0.05083;-0.155116;0.986588;0.367109;-0.921606;-0.125985;-4.646041;-5.70368;0.32073;-0.016917;0.030365;0.046141;0.059096;0.017166;0.415198;0.022579;0.005706;-0.010942;5015.339355;90.334801;2018-12-18T09:54:23.858Z
5594.434082;28398.009766;88.429901;-7.066046;-6.195924;-65.919617;-0.068606;-0.147979;0.986608;0.405635;-0.907641;-0.107929;1.113986;3.166507;-5.164137;0.237994;-0.15374;-0.17862;0.030414;-0.101321;0.060751;0.009444;-0.007759;0.007874;5015.539551;89.251076;2018-12-18T09:54:24.058Z
5594.263672;28361.953125;88.2285;-6.899298;-5.266717;-65.877502;-0.072392;-0.132263;0.988568;0.406963;-0.908821;-0.091792;-1.384026;4.501563;2.299782;0.213496;-0.033316;-0.004767;-0.018378;-0.086878;-0.029196;0.016894;-0.004986;0.00549;5015.739258;88.20182;2018-12-18T09:54:24.258Z
5594.09375;28325.917969;88.02565;-6.774449;-4.936615;-66.653793;-0.07444;-0.125203;0.989335;0.394816;-0.914721;-0.086054;-1.459062;4.495118;-3.317153;0.120544;0.141352;-0.124781;0.002048;0.019358;-0.074381;0.035298;-0.002776;-0.010671;5015.939453;90.11657;2018-12-18T09:54:24.459Z
5593.924316;28290.017578;87.82209;-6.52506;-5.212192;-67.330017;-0.070071;-0.127081;0.989414;0.383829;-0.918925;-0.090844;-1.258161;-1.931182;-2.037497;-0.010285;0.032623;0.142623;-0.025567;-0.018547;-0.049471;0.013127;0.005571;-0.007678;5016.139648;90.507675;2018-12-18T09:54:24.658Z
5593.753906;28254.011719;87.616577;-5.842044;-4.611907;-68.509727;-0.065407;-0.111716;0.991585;0.365157;-0.927467;-0.080406;5.382288;0.766053;2.443567;0.175487;-0.053358;-0.039645;-0.052011;-0.082384;-0.141223;0.009437;-0.00349;0.005338;5016.339355;89.041023;2018-12-18T09:54:24.859Z
5593.583008;28217.910156;87.409256;-5.406253;-4.546023;-70.695557;-0.062834;-0.105618;0.99242;0.329548;-0.940806;-0.07926;-2.008105;-3.72132;-6.175014;0.214214;0.041192;-0.125311;0.009063;0.016994;-0.202374;0.037421;-0.008567;-0.007942;5016.539551;89.284172;2018-12-18T09:54:25.059Z
5593.413574;28182.128906;87.202629;-5.248722;-5.049893;-72.147049;-0.060202;-0.111479;0.991942;0.305385;-0.948152;-0.088023;-0.501469;2.66252;-0.220106;-0.033948;0.155522;0.091637;-0.04351;0.022038;-0.082714;0.029752;0.015635;-0.004604;5016.739258;90.073662;2018-12-18T09:54:25.258Z
5593.243164;28146.197266;86.99408;-4.943577;-5.322083;-73.102966;-0.055595;-0.113467;0.991985;0.2894;-0.952704;-0.092754;-2.581766;-4.990593;-1.318308;-0.074166;-0.021017;0.067213;-0.024764;0.026072;-0.109898;0.028136;0.014639;-0.008889;5016.939453;90.77137;2018-12-18T09:54:25.457Z
5593.072266;28110.179688;86.784088;-4.418123;-5.675846;-74.851112;-0.048589;-0.115311;0.99214;0.260047;-0.960518;-0.0989;-0.557504;0.293799;-3.078376;0.049819;-0.359053;0.175775;-0.05273;-0.022792;-0.264113;0.012792;-0.00886;-0.005457;5017.139648;90.254768;2018-12-18T09:54:25.657Z
5592.901367;28074.162109;86.57325;-3.099853;-5.123987;-82.236237;-0.041533;-0.095668;0.994546;0.134549;-0.986874;-0.089311;-1.051898;4.898898;-12.408663;0.19113;-1.154516;0.094517;-0.052497;-0.151864;-1.066193;0.019301;-0.087771;0.010004;5017.339355;90.125771;2018-12-18T09:54:25.857Z
5592.730469;28038.144531;86.361656;0.53147;-2.944611;-99.737076;0.000454;-0.052197;0.998637;-0.168904;-0.984293;-0.051371;-1.432602;-0.510678;1.662318;-0.575054;0.629552;0.274861;-0.126919;-0.299535;-1.344339;-0.047392;-0.098663;0.030102;5017.539551;89.954346;2018-12-18T09:54:26.057Z
5592.559082;28002.119141;86.149376;2.183367;0.572377;-106.497055;0.039364;-0.001247;0.999224;-0.283952;-0.958786;0.00999;-1.43633;4.50002;0.606108;-0.097534;0.320232;0.097535;-0.181875;-0.300728;-0.352628;-0.086578;0.030367;0.037952;5017.739258;89.902466;2018-12-18T09:54:26.257Z
5592.387695;27966.042969;85.936249;3.635745;5.499122;-109.826752;0.092092;0.06846;0.993394;-0.337616;-0.936393;0.09583;-3.047249;1.310161;-1.558142;-0.20044;-0.200246;0.0218;-0.131466;-0.430553;-0.400329;-0.093545;0.016145;0.05518;5017.939453;89.994095;2018-12-18T09:54:26.458Z
5592.216309;27930.039063;85.723106;4.42924;8.38239;-112.35527;0.126705;0.105047;0.986363;-0.376285;-0.914963;0.145779;-0.163502;-1.395037;-2.870665;-0.100328;-0.04063;-0.07765;-0.032832;-0.146508;-0.082462;-0.067298;0.018432;0.025939;5018.139648;90.421188;2018-12-18T09:54:26.657Z
5592.044922;27894.037109;85.509628;4.38223;8.507581;-112.378746;0.126815;0.107307;0.986105;-0.376538;-0.914512;0.14794;1.60708;-4.399554;1.209534;-0.176021;-0.020836;0.092991;0.020163;0.012822;0.010734;-0.043842;-0.001003;0.010704;5018.339355;89.994064;2018-12-18T09:54:26.858Z
5591.874023;27858.009766;85.295784;4.473986;8.084901;-112.147438;0.125109;0.100459;0.987044;-0.373244;-0.917011;0.14064;-1.54832;-5.949994;3.353294;-0.266175;0.011815;0.124639;0.006071;0.012077;0.068682;-0.042547;0.008864;0.008449;5018.539551;90.101265;2018-12-18T09:54:27.058Z
5591.702637;27822.007813;85.08194;4.170704;7.913867;-111.343361;0.117719;0.101432;0.987853;-0.36049;-0.922545;0.137684;-2.156841;8.650541;1.635626;-0.01606;0.108109;0.005358;0.023161;0.057703;0.094426;-0.031031;0.007453;0.00462;5018.739746;89.945183;2018-12-18T09:54:27.258Z
5591.53125;27786.007813;84.868057;3.953863;7.626794;-108.901817;0.108127;0.102927;0.988795;-0.321081;-0.937706;0.13272;-5.22959;0.281087;10.154222;-0.116054;0.456383;-0.057685;0.039508;-0.011474;0.32259;-0.0255;0.027178;0.004495;5018.939453;90.665695;2018-12-18T09:54:27.457Z
5591.360352;27750.001953;84.654228;3.089682;6.430322;-98.504578;0.069845;0.102631;0.992264;-0.146958;-0.982782;0.111995;2.180792;2.106167;-0.700903;-0.085716;0.070798;0.05859;0.292184;0.0951;1.123753;-0.012278;0.087622;-0.002043;5019.139648;90.442787;2018-12-18T09:54:27.658Z
5591.188477;27714.001953;84.44059;-0.525665;4.045384;-86.44899;-0.013526;0.06984;0.997467;0.061783;-0.995593;0.070547;-2.125139;1.405532;-3.868438;0.317891;-0.411915;-0.174483;0.379144;0.232229;0.82777;-0.00017;0.021151;-0.01359;5019.339355;90.162582;2018-12-18T09:54:27.858Z
5591.017578;27678.007813;84.227249;-2.221436;1.996847;-82.91375;-0.042761;0.029771;0.998642;0.123288;-0.991759;0.034844;-8.901572;1.703402;3.943235;-0.233115;-0.007054;0.23117;0.104216;0.130342;0.171402;0.030071;-0.054277;-0.015095;5019.539551;89.856689;2018-12-18T09:54:28.058Z
5590.84668;27642.035156;84.01442;-5.467655;0.096272;-77.359848;-0.09334;-0.019219;0.995449;0.218827;-0.975762;0.00168;-3.405738;4.100466;-2.292948;0.441023;-0.254048;-0.583915;0.373407;0.325823;0.518281;0.035469;-0.039534;-0.03383;5019.739746;89.826233;2018-12-18T09:54:28.257Z
5590.675781;27606.039063;83.801926;-8.291909;-5.100218;-73.191498;-0.112617;-0.125914;0.985628;0.288029;-0.953487;-0.088898;-0.999321;0.019913;-2.241399;0.428894;0.032677;-0.491002;0.141972;0.520413;0.176421;0.111531;-0.06168;-0.079381;5019.939453;90.052208;2018-12-18T09:54:28.458Z
5590.504883;27570.091797;83.590271;-9.125533;-9.358459;-70.614723;-0.096316;-0.204092;0.974202;0.327501;-0.930753;-0.162611;0.826284;-1.082608;0.435814;-0.119885;0.001627;0.065688;-0.013279;0.246089;0.21659;0.082617;-0.049094;-0.04347;5020.139648;90.300919;2018-12-18T09:54:28.657Z
5590.333984;27534.09375;83.378998;-10.17149;-10.880915;-67.55648;-0.092285;-0.239147;0.966588;0.374909;-0.90764;-0.188768;1.377636;-0.652521;5.097;0.009902;0.170921;0.294683;0.08604;0.132853;0.226077;0.058987;-0.056792;-0.032721;5020.339844;89.634689;2018-12-18T09:54:28.857Z
5590.162598;27498.070313;83.168358;-10.535904;-10.808439;-65.612328;-0.090411;-0.243415;0.965699;0.405583;-0.894615;-0.187526;-2.155397;4.608342;-0.255415;0.086063;0.2126;0.001322;-0.061094;0.033289;0.143525;0.033282;-0.001587;-0.011333;5020.539551;90.452049;2018-12-18T09:54:29.057Z
5589.992188;27462.046875;82.958603;-11.666614;-9.145445;-62.496365;-0.107479;-0.23145;0.966891;0.455934;-0.875706;-0.158941;1.602446;-1.097687;4.175901;-0.266593;0.428773;-0.062748;0.20873;-0.244847;0.523348;0.003182;0.035771;0.036997;5020.739746;90.165665;2018-12-18T09:54:29.257Z
5589.821289;27425.994141;82.749649;-12.876208;-7.944767;-55.610432;-0.107791;-0.237059;0.965497;0.559395;-0.817296;-0.138218;-0.974027;0.440648;5.395556;0.1705;-0.018254;-0.116541;-0.111807;0.081307;0.486844;-0.016363;0.096336;-0.006543;5020.939453;89.713623;2018-12-18T09:54:29.457Z
5589.649414;27389.789063;82.540909;-12.053791;-6.279266;-53.078102;-0.102695;-0.210962;0.972085;0.597122;-0.794659;-0.109375;1.48694;1.813274;6.064724;0.23315;-0.119933;-0.253119;-0.005982;-0.209424;0.207256;0.006316;0.052215;0.025566;5021.139648;91.080406;2018-12-18T09:54:29.658Z
5589.47998;27353.986328;82.33567;-11.958087;-5.751436;-52.772224;-0.105665;-0.203412;0.973375;0.60194;-0.792229;-0.100213;-3.902796;4.312099;1.300667;0.205178;-0.025329;-0.113685;-0.061938;0.062865;-0.089482;0.030968;0.046684;-0.016375;5021.339844;89.899391;2018-12-18T09:54:29.857Z
5589.300781;27316.046875;82.119576;-10.963822;-6.04538;-53.657944;-0.091924;-0.19599;0.976288;0.589309;-0.801014;-0.105316;1.755951;-5.239325;4.378929;-0.032528;0.043738;0.11892;-0.091332;-0.064597;-0.035025;-0.00673;0.047193;0.003046;5021.550781;89.741005;2018-12-18T09:54:30.068Z
